鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
頭份市,租賃房屋+車位,苗栗縣頭份市中華路１６２６巷７７弄８號４樓之２,0.0,,,,1130514,土地0建物1車位1,四層,4,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1121013,82.94,2,2,2,有,有,有,16500,199,一樓平面,0.0,0,,RPPNMLMLNHJGFFK78CC,整棟(戶)出租,無,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
頭份市,租賃房屋,苗栗縣頭份市蟠桃里１８鄰信一街６號二樓,0.0,,,,1130510,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,ＲＣ造,0960411,36.71,1,0,1,有,有,有,8000,218,,0.0,0,,RPQNMLMLNHJGFFK88CC,獨立套房,有,1130617~1140614,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市頭份里２２鄰武昌街２９號六樓,0.0,,,,1130509,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840104,87.51,2,2,1,有,有,有,15000,171,,0.0,0,,RPRNMLMLNHJGFFK98CC,整棟(戶)出租,有,1130515~1140514,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
苗栗市,租賃房屋,苗栗縣苗栗市忠孝路１５巷９號３樓,0.0,,,,1130425,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700808,102.49000000000001,3,2,1,有,無,無,11000,107,,0.0,0,多人共同承租4；,RPPNMLNLNHJGFBK48CC,整棟(戶)出租,無,1130425~1140425,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,一般包租
苗栗市,租賃房屋,苗栗縣苗栗市建功里２６鄰莊敬街３９之４號四樓,0.0,,,,1130509,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701020,98.93,3,2,2,有,無,有,10000,101,,0.0,0,,RPQNMLNLNHJGFBK58CC,整棟(戶)出租,無,1130602~1131119,無,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市恭敬里８鄰中正路１０９０號７樓之９,0.0,,,,1130510,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960716,45.91,1,0,1,有,有,有,7200,157,,0.0,0,租金總額含管理費；,RPRNMLNLNHJGFBK68CC,獨立套房,有,1130515~1140514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市建功里２９鄰長春街１８號五樓,0.0,,,,1120425,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690615,98.18,3,2,2,有,無,有,12000,122,,0.0,0,,RPSNMLNLNHJGFBK78CC,整棟(戶)出租,無,1120425~1130424,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
通霄鎮,租賃房屋,苗栗縣通霄鎮通灣里１９鄰中山路１５８巷２６號,0.0,,,,1130508,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,,93.6,3,2,2,有,無,有,10500,112,,0.0,0,,RPPNMLNLNHJGFCK58CC,整棟(戶)出租,無,1130511~1140510,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮竹南里１５鄰民族街６３號１３樓之６,0.0,,,,1130510,土地0建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871111,58.03,2,1,1,有,有,有,10200,176,,0.0,0,,RPPNMLNLNHJGFDK68CC,整棟(戶)出租,有,1130616~1140615,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市建功里２６鄰莊敬街４３之１號,0.0,,,,1130509,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701015,92.83,2,2,1,有,無,無,7000,75,,0.0,0,,RPPNMLOLNHJGFBK58CC,整棟(戶)出租,無,1130524~1140523,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔六街８２巷５號（２樓）,0.0,,,,1130524,土地0建物0車位0,全,7,透天厝,停車空間、住宅、梯間、水箱、機房,鋼筋混凝土造,1121017,38.31,6,0,6,有,無,有,14000,365,,0.0,0,含機車位一個租金總額含管理費；水費；網路費；,RPPNMLOLNHJGFDK78CC,分租套房,無,1130525~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔里２鄰科專三路３１號７樓之５,0.0,,,,1130509,土地0建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050422,162.52,4,2,2,有,有,有,19800,122,坡道平面,26.44,0,,RPQNMLOLNHJGFDK88CC,整棟(戶)出租,有,1130509~1140330,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市民族里１５鄰中華路９５３巷１５號十三樓,0.0,,,,1120802,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840331,83.28999999999999,2,2,1,有,有,有,15000,180,,0.0,0,,RPPNMLOLNHJGFFK98CC,整棟(戶)出租,有,1120802~1130801,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市民族里１５鄰中華路９５３巷１５號十三樓,0.0,,,,1120629,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840331,83.28999999999999,2,2,1,有,有,有,15000,180,,0.0,0,,RPQNMLOLNHJGFFK09CC,整棟(戶)出租,有,1120629~1130628,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市民權里７鄰東興路１６５巷２５號４樓,0.0,,,,1130509,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,1041221,40.93,2,1,1,有,有,有,10000,244,,0.0,0,,RPRNMLOLNHJGFFK56CC,整棟(戶)出租,有,1130509~1140508,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
頭份市,租賃房屋+車位,苗栗縣頭份市上埔里４鄰中正一路１８１巷１６號６樓之１,0.0,,,,1130509,土地0建物1車位1,六層,7,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,1060510,57.29,1,1,1,有,有,有,11200,195,升降機械,5.89,0,管理費800元。,RPSNMLOLNHJGFFK66CC,獨立套房,無,1130509~1140508,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔六街８２巷５號 ６樓）,0.0,,,,1130526,土地0建物0車位0,全,7,透天厝,停車空間、住宅、梯間、水箱、機房,鋼筋混凝土造,1121017,25.79,6,0,6,有,無,有,7500,291,,0.0,0,含機車位一個租金總額含管理費；水費；網路費；,RPPNMLQLNHJGFDK98CC,分租套房,無,1130527~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱,
苗栗市,租賃房屋,苗栗縣苗栗市恭敬里８鄰中正路１０９０號六樓之三十三,0.0,,,,1130508,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960716,30.06,1,0,1,有,有,有,5000,166,,0.0,0,,RPPNMLRLNHJGFBK88CC,獨立套房,有,1130607~1140606,有,冷氣、熱水器、洗衣機,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市建功里１２鄰中正路３３３巷３８之５號,0.0,,,,1130510,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0781101,121.94,3,2,2,有,無,有,15000,123,,0.0,0,,RPQNMLRLNHJGFBK98CC,整棟(戶)出租,無,1130510~1140509,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮新南里１１鄰民華街９巷１號,0.0,,,,1130510,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980909,107.27000000000001,3,2,2,有,有,有,18500,172,,0.0,0,,RPPNMLRLNHJGFDK09CC,整棟(戶)出租,有,1130515~1140514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市東庄里富強三街５８號三樓,0.0,,,,1130513,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100622,121.41,3,2,2,有,有,有,19600,161,,0.0,0,,RPQNMLRLNHJGFFK76CC,整棟(戶)出租,有,1130513~1140512,有,冷氣,社會住宅代管
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔一街４０號４樓,0.0,,,,1130527,土地0建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090915,115.56,2,1,1,有,有,有,21000,182,坡道平面,0.0,0,租金總額含管理費；,RPPNMLSLNHJGFDK56CC,整棟(戶)出租,有,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１３０號二樓之９,0.0,,,,1130514,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851030,24.900000000000002,1,0,1,有,有,有,4500,181,,0.0,0,租金總額含管理費；,RPPNMLTLNHJGFBK09CC,獨立套房,有,1130522~1140521,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市中興里５鄰中興路４３６巷１６號８樓,0.0,,,,1130514,土地0建物1車位0,八層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040827,97.10999999999999,2,1,1,有,有,有,16200,167,,0.0,0,,RPQNMLTLNHJGFFK96CC,整棟(戶)出租,有,1130625~1140624,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋+車位,苗栗縣苗栗市嘉盛里８鄰嘉盛街５６巷１２３號３F,67.9,住,,,1130530,土地1建物1車位1,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831120,250.42,5,2,3,有,有,無,15000,60,坡道平面,0.0,0,,RPPNMLLMNHJGFBK38CC,整棟(戶)出租,有,1130605~1150604,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,一般包租
竹南鎮,租賃房屋,苗栗縣竹南鎮中華里萬大街７８號３樓之６,0.0,,,,1120711,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961112,23.33,1,0,1,有,無,有,5000,214,,0.0,0,續租案件；,RPRNMLNJOHJGFDK78CC,獨立套房,無,1120516~1120902,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮萬大街７８號５樓之１０,0.0,,,,1120711,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961112,26.42,1,0,1,有,無,有,4500,170,,0.0,0,續租案件；,RPSNMLNJOHJGFDK88CC,獨立套房,無,1120516~1120731,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市新華里１０鄰中正一路２７號,200.87,住,,,1130522,土地1建物1車位0,全,3,透天厝,住家用,鐵筋加強磚造,0590701,131.6,7,5,3,有,無,有,15000,114,,0.0,0,,RPPNMLPJOHJGFFK98CC,分層出租,無,1130606~1150605,無,冷氣、熱水器、瓦斯或天然氣,
頭份市,租賃房屋,苗栗縣頭份市新華里１０鄰中正一路２７號,200.87,住,,,1130522,土地1建物1車位0,全,3,透天厝,住家用,鐵筋加強磚造,0590701,60.48,7,5,3,有,無,有,15000,248,,0.0,0,多人共同承租3；,RPQNMLPJOHJGFFK09CC,分層出租,無,1130610~1140609,無,冷氣、熱水器、洗衣機,
苑裡鎮,租賃房屋,苗栗縣苑裡鎮西勢里１１鄰西勢２之３０號七樓,0.0,,,,1130517,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1111013,85.21,2,2,2,有,有,有,15000,176,,0.0,0,租金總額含管理費；,RPPNMLQJOHJGFCK78CC,整棟(戶)出租,有,1130520~1140519,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰學府路１０８號２樓之１,0.0,,,,1130514,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0900629,27.330000000000002,1,0,1,有,有,有,3500,128,,0.0,0,租金總額含管理費；,RPPNMLQJOHJGFDK88CC,獨立套房,有,1130514~1130813,無,冷氣、冰箱,
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰學府路９５號三樓之二,0.0,,,,1130517,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0910417,29.410000000000004,1,0,1,有,有,有,3200,109,,0.0,0,管理費300元。,RPSNMLQJOHJGFDK56CC,獨立套房,有,1130517~1140516,無,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
頭份市,土地,興埔段687地號,495.87,,山坡地保育區,農牧用地,1130430,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,89000,179,,0.0,0,土地上有廠房.併同出租使用,RPRNMLQJOHJGFFK66CC,,,1130505~1160504,,,
頭份市,租賃房屋,苗栗縣頭份市成功里１３鄰明新街７１號四樓,0.0,,,,1130510,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830323,108.33,3,2,2,有,有,無,13600,126,,0.0,0,,RPSNMLQJOHJGFFK76CC,整棟(戶)出租,有,1130515~1140512,有,熱水器、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１２９號四樓之十三,0.0,,,,1130517,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851030,26.730000000000004,1,0,1,有,有,有,4500,168,,0.0,0,租金總額含管理費；,RPPNMLRJOHJGFBK78CC,獨立套房,有,1130520~1140519,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１２９號二樓之十一,0.0,,,,1130514,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851030,27.189999999999998,1,0,1,有,有,有,5500,202,,0.0,0,租金總額含管理費；,RPQNMLRJOHJGFBK88CC,獨立套房,有,1130528~1140527,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮新生路６０號５樓之１,0.0,,,,1130530,土地0建物1車位1,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120704,152.15,5,2,3,有,有,有,36000,237,一樓平面,0.0,0,租金總額含管理費；,RPPNMLRJOHJGFDK98CC,整棟(戶)出租,無,1130615~1140614,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
竹南鎮,租賃房屋+車位,苗栗縣竹南鎮大埔一街１９７號２樓之５,0.0,,,,1130605,土地0建物1車位1,二層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1050421,119.8,3,1,2,有,有,有,22000,184,一樓平面,0.0,0,租金總額含管理費；,RPPNMLSJOHJGFDK09CC,整棟(戶)出租,有,1130605~1160604,有,冷氣、熱水器、瓦斯或天然氣,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔六街８２巷５號 ７樓）,0.0,,,,1130608,土地0建物0車位0,全,7,透天厝,停車空間、住宅、梯間、水箱、機房,鋼筋混凝土造,1121017,25.79,6,0,6,有,無,有,7500,291,,0.0,0,含機車位一個租金總額含管理費；水費；網路費；,RPQNMLSJOHJGFDK56CC,分租套房,無,1130609~1140630,有,冷氣、熱水器、洗衣機、電視機、冰箱,
苗栗市,租賃房屋,苗栗縣苗栗市水源里２５鄰陽明１３０號３樓之７,0.0,,,,1130520,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851030,26.55,1,0,1,有,有,有,4500,169,,0.0,0,租金總額含管理費；,RPQNMLLKOHJGFBK38CC,獨立套房,有,1130605~1140604,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
後龍鎮,租賃房屋,苗栗縣後龍鎮大庄里１８鄰中山路２１２號六樓,0.0,,,,1130523,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820816,121.72,3,2,2,有,有,有,12000,99,,0.0,0,租金總額含管理費；,RPQNMLLKOHJGFDK58CC,整棟(戶)出租,有,1130525~1140524,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英街３６號１樓之３６,0.0,,,,1130520,土地0建物1車位0,一層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0930623,20.41,1,0,1,有,有,有,3000,147,,0.0,0,租金總額含管理費；,RPRNMLLKOHJGFDK68CC,獨立套房,有,1130529~1140528,無,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
銅鑼鄉,租賃房屋,苗栗縣銅鑼鄉中平村２６鄰中興一街６之６號四樓,0.0,,,,1130520,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850507,96.75,3,2,1,有,無,有,7500,78,,0.0,0,,RPPNMLLKOHJGFEK58CC,整棟(戶)出租,無,1130611~1140610,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市忠孝里１１鄰忠孝一路１１１巷１８號４樓,0.0,,,,1130520,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690720,73.92,2,2,1,有,無,無,8000,108,,0.0,0,,RPPNMLLKOHJGFFK68CC,整棟(戶)出租,無,1130621~1140620,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英街１０號３樓之１０,0.0,,,,1130523,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0920716,29.19,1,0,1,有,有,有,2500,86,,0.0,0,租金總額含管理費；,RPPNMLMKOHJGFDK58CC,獨立套房,有,1130523~1140522,無,冷氣、熱水器、冰箱,社會住宅包租轉租
頭份市,租賃房屋,苗栗縣頭份市上興里２１鄰永昌街１１巷１２號６樓,0.0,,,,1130523,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,64.19,2,2,1,有,有,有,11000,171,,0.0,0,租金總額含管理費；,RPPNMLMKOHJGFFK78CC,整棟(戶)出租,有,1130523~1140522,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市恭敬里８鄰中正路１０９０號５樓之１５,0.0,,,,1130520,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960716,37.22,1,0,1,有,有,有,6600,177,,0.0,0,租金總額含管理費；網路費；,RPPNMLNKOHJGFBK48CC,獨立套房,有,1130525~1140524,有,熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大厝里１５鄰南大路２１２巷４之１號,0.0,,,,1130516,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671201,79.67,2,2,2,有,無,有,11000,138,,0.0,0,,RPQNMLNKOHJGFDK78CC,整棟(戶)出租,無,1130519~1140330,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔一街６號９樓之５（９-５A）,0.0,,,,1130613,土地0建物0車位0,九層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050518,21.15,2,0,2,有,有,有,7500,355,,0.0,0,多人共同承租2；租金總額含管理費；水費；網路費；其他第四台費用；租賃建物部分範圍，且未計入共有部分面積；,RPRNMLNKOHJGFDK88CC,分租套房,有,1130617~1140616,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,
苗栗市,租賃房屋+車位,苗栗縣苗栗市嘉盛里８鄰嘉盛街５６巷１１７號,0.0,,,,1130520,土地0建物1車位1,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831120,197.44,3,1,3,有,有,有,15000,76,坡道平面,0.0,0,,RPQNMLOKOHJGFBK68CC,整棟(戶)出租,無,1130601~1140531,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
苗栗市,租賃房屋,苗栗縣苗栗市水源里２０鄰陽明１３０號五樓之六,0.0,,,,1130530,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851030,24.900000000000002,1,0,1,有,有,有,4500,181,,0.0,0,租金總額含管理費；,RPRNMLOKOHJGFBK78CC,獨立套房,有,1130622~1140621,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮中港里１３鄰迎薰路１０６號三樓之二,0.0,,,,1130527,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1111209,101.93,3,2,2,有,有,無,17500,172,,0.0,0,租金總額含管理費；,RPPNMLOKOHJGFDK78CC,整棟(戶)出租,有,1130529~1140528,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰育英三街５號二樓之二十六,0.0,,,,1130525,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0920716,27.7,1,0,1,有,無,有,4200,152,,0.0,0,,RPQNMLOKOHJGFDK88CC,獨立套房,無,1130525~1140524,無,冷氣、熱水器、冰箱,社會住宅代管
頭份市,租賃房屋,苗栗縣頭份市上興里２４鄰永昌街１巷１號,0.0,,,,1130527,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,76.86,1,2,2,有,有,有,12000,156,,0.0,0,租金總額含管理費；,RPPNMLOKOHJGFFK98CC,整棟(戶)出租,有,1130527~1140526,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
頭份市,租賃房屋+車位,苗栗縣頭份市成功里１７鄰節約街９４號四樓之二,0.0,,,,1130531,土地0建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850214,99.08,3,1,2,有,有,有,15000,151,坡道機械,0.0,1200,,RPQNMLOKOHJGFFK09CC,整棟(戶)出租,有,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔六街８２巷３號（３樓）,0.0,,,,1130615,土地0建物0車位0,全,7,透天厝,停車空間、住宅、梯間、水箱、機房,鋼筋混凝土造,1121017,38.31,6,0,6,有,無,有,12500,326,,0.0,0,含機車位一個租金總額含管理費；水費；網路費；,RPPNMLPKOHJGFDK88CC,分租套房,無,1130616~1140630,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔街１４５號１樓,0.0,,,,1130615,土地0建物1車位0,全,4,透天厝,住商用、停車空間,鋼筋混凝土造,1061229,49.29,6,0,6,有,有,無,18000,365,,0.0,0,租金總額含稅；管理費；,RPQNMLPKOHJGFDK98CC,,無,1130701~1140630,無,瓦斯或天然氣,
苗栗市,租賃房屋,苗栗縣苗栗市勝利里２９鄰新東街大昌２３號,0.0,,,,1130530,土地0建物1車位0,全,1,透天厝,住家用,蓋瓦磚造,0631206,39.52,2,1,1,有,無,有,6000,152,,0.0,0,,RPPNMLRKOHJGFBK88CC,整棟(戶)出租,無,1130531~1140530,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
造橋鄉,租賃房屋,苗栗縣造橋鄉談文村５鄰學府路９３號三樓之二,0.0,,,,1130530,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0910417,30.990000000000002,1,0,1,有,有,有,3500,113,,0.0,0,租金總額含管理費；,RPPNMLRKOHJGFDK09CC,獨立套房,有,1130531~1140530,無,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
後龍鎮,租賃房屋,苗栗縣後龍鎮校椅里８鄰?榔七街９０號五樓之一,0.0,,,,1130529,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1071120,108.56,1,1,2,有,有,有,13000,120,,0.0,0,,RPQNMLRKOHJGFDK56CC,整棟(戶)出租,有,1130529~1140528,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹南鎮,租賃房屋,苗栗縣竹南鎮中港里１３鄰迎薰路１０６號４樓之１,0.0,,,,1130529,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1111209,69.78999999999999,2,2,1,有,有,有,17000,244,,0.0,0,租金總額含管理費；網路費；,RPSNMLRKOHJGFDK76CC,整棟(戶)出租,有,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
竹南鎮,租賃房屋,苗栗縣竹南鎮山佳里３鄰龍山路三段１１２巷１之３號三樓,0.0,,,,1130520,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1110418,127.28,3,2,2,有,有,有,17500,137,,0.0,0,,RPTNMLRKOHJGFDK86CC,整棟(戶)出租,有,1130520~1140519,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
頭份市,租賃房屋+車位,苗栗縣頭份市富強二街３５號２樓,0.0,,,,1130527,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110524,135.42000000000002,2,2,1,有,有,有,22500,166,坡道平面,37.83,0,租金總額含管理費；,RPQNMLRKOHJGFFK76CC,整棟(戶)出租,有,1130601~1140531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
竹南鎮,租賃房屋,苗栗縣竹南鎮大埔里２鄰科專七路２５５號一樓,0.0,,,,1130614,土地0建物1車位0,全,5,透天厝,住商用、停車空間,鋼筋混凝土造,1050722,52.25,5,1,5,有,無,無,10000,191,,0.0,0,,RPRNMLRKOHJGFDK76DC,分層出租,無,1130701~1140630,無,,
